"Dist Code","Year","State Code","State Name","Dist Name","JANUARY POTENTIAL (Millimeters)","FEBRUARY POTENTIAL (Millimeters)","MARCH POTENTIAL (Millimeters)","APRIL POTENTIAL (Millimeters)","MAY POTENTIAL (Millimeters)","JUNE POTENTIAL (Millimeters)","JULY POTENTIAL (Millimeters)","AUGUST POTENTIAL (Millimeters)","SEPTEMBER POTENTIAL (Millimeters)","OCTOBER POTENTIAL (Millimeters)","NOVEMBER POTENTIAL (Millimeters)","DECEMBER POTENTIAL (Millimeters)"
"128","1960","3","Gujarat","Dangs","110.04","123.89","168.49","186.34","216.36","159.21","117.1","109.64","113.78","131.57","112.4","100.24"
"128","1961","3","Gujarat","Dangs","116.22","119.91","177.34","185.12","203.68","162.8","113.17","108.62","112.73","125.86","104.0","101.95"
"128","1962","3","Gujarat","Dangs","105.39","119.22","157.66","185.48","212.3","170.46","114.51","109.75","113.17","131.25","106.14","91.68"
"128","1963","3","Gujarat","Dangs","113.77","124.52","173.55","185.61","221.44","165.12","117.97","107.9","115.34","126.28","107.86","103.11"
"128","1964","3","Gujarat","Dangs","113.64","126.18","172.67","208.76","232.52","163.07","115.67","108.25","112.14","125.31","110.36","105.95"
"128","1965","3","Gujarat","Dangs","112.23","128.44","177.96","191.13","224.15","166.64","116.79","109.09","115.25","133.53","115.63","107.81"
"128","1966","3","Gujarat","Dangs","116.45","128.7","174.46","193.68","229.08","171.76","116.91","110.47","115.29","135.4","119.39","104.63"
"128","1967","3","Gujarat","Dangs","102.85","117.81","157.44","179.99","212.87","158.11","115.94","108.21","112.71","124.76","104.49","92.61"
"128","1968","3","Gujarat","Dangs","95.91","107.89","156.64","175.48","203.07","166.55","116.12","109.2","115.75","122.76","99.77","89.23"
"128","1969","3","Gujarat","Dangs","100.6","106.91","159.88","187.44","213.63","161.78","114.45","106.91","111.7","122.67","100.67","84.85"
"128","1970","3","Gujarat","Dangs","99.6","117.38","158.56","179.64","215.07","150.76","114.92","106.62","111.74","120.57","94.4","84.76"
"128","1971","3","Gujarat","Dangs","97.41","115.75","150.97","192.08","210.74","156.03","118.14","108.89","113.22","125.54","93.64","100.89"
"128","1972","3","Gujarat","Dangs","96.47","112.24","153.81","178.36","215.79","165.96","118.38","111.57","116.56","130.43","99.67","102.45"
"128","1973","3","Gujarat","Dangs","100.33","117.11","155.29","186.34","229.06","169.6","115.93","108.51","110.41","125.67","96.83","92.66"
"128","1974","3","Gujarat","Dangs","99.23","109.62","157.07","183.85","211.22","168.43","116.65","107.82","114.93","123.78","98.78","89.0"
"128","1975","3","Gujarat","Dangs","97.69","115.82","156.28","196.15","223.14","157.5","115.63","108.11","112.3","128.1","99.32","87.2"
"128","1976","3","Gujarat","Dangs","101.83","116.06","164.14","189.98","221.42","159.74","116.12","109.78","114.1","127.23","105.59","87.97"
"128","1977","3","Gujarat","Dangs","99.97","111.89","162.95","188.82","209.81","149.9","114.99","109.08","113.18","123.56","102.3","87.52"
"128","1978","3","Gujarat","Dangs","99.25","108.38","152.05","180.3","217.87","152.32","115.08","109.06","113.13","132.64","113.23","100.21"
"128","1979","3","Gujarat","Dangs","111.12","127.18","174.04","198.14","219.13","167.65","116.67","108.77","114.63","127.96","113.82","94.96"
"128","1980","3","Gujarat","Dangs","108.61","122.82","174.75","194.37","226.56","152.8","117.74","107.98","115.87","131.51","110.96","92.23"
"128","1981","3","Gujarat","Dangs","104.65","115.84","172.21","182.54","219.44","171.58","115.75","108.47","113.74","127.39","103.97","94.09"
"128","1982","3","Gujarat","Dangs","104.94","118.19","165.18","195.8","198.75","168.43","116.98","109.6","115.26","128.5","110.42","96.53"
"128","1983","3","Gujarat","Dangs","106.98","120.62","174.44","200.14","226.86","169.15","118.41","108.6","112.13","125.55","100.76","94.12"
"128","1984","3","Gujarat","Dangs","103.31","118.43","163.32","189.99","214.06","158.77","115.06","109.37","113.33","124.5","102.65","93.15"
"128","1985","3","Gujarat","Dangs","104.8","115.02","168.26","194.01","222.31","165.06","117.55","110.28","116.62","125.84","106.04","96.24"
"128","1986","3","Gujarat","Dangs","112.55","126.37","178.5","206.2","241.31","163.31","120.09","110.19","118.16","136.43","112.3","103.05"
"128","1987","3","Gujarat","Dangs","111.28","123.45","174.4","212.7","214.7","167.54","123.67","113.07","120.79","129.55","110.84","97.24"
"128","1988","3","Gujarat","Dangs","112.94","133.06","179.69","193.78","229.53","161.66","118.22","111.95","113.94","130.36","107.31","100.66"
"128","1989","3","Gujarat","Dangs","108.9","120.93","159.39","195.29","219.9","159.86","117.96","106.81","114.85","125.41","105.88","96.57"
"128","1990","3","Gujarat","Dangs","107.19","124.52","171.83","198.8","216.43","157.34","119.03","107.4","114.19","123.76","106.82","96.87"
"128","1991","3","Gujarat","Dangs","107.32","122.94","169.67","187.71","212.34","157.21","112.86","108.68","115.14","127.98","106.77","96.08"
"128","1992","3","Gujarat","Dangs","103.65","121.5","164.73","187.71","217.03","166.43","117.5","107.59","115.4","128.12","108.19","90.89"
"128","1993","3","Gujarat","Dangs","104.5","126.16","167.41","204.01","227.92","167.49","116.35","109.5","114.29","126.28","112.82","98.74"
"128","1994","3","Gujarat","Dangs","108.53","123.82","166.98","196.21","221.33","154.54","115.24","108.54","113.4","133.32","111.82","93.78"
"128","1995","3","Gujarat","Dangs","111.59","128.89","167.32","185.01","217.04","172.15","117.7","115.1","114.95","134.1","116.5","106.84"
"128","1996","3","Gujarat","Dangs","116.51","138.51","183.6","205.76","223.23","167.95","116.17","109.32","115.04","125.93","103.13","96.25"
"128","1997","3","Gujarat","Dangs","108.64","120.41","167.87","181.73","214.34","154.15","117.8","109.38","114.41","128.41","109.93","95.59"
"128","1998","3","Gujarat","Dangs","105.9","124.55","171.03","196.31","217.41","158.76","114.64","108.57","112.48","127.24","103.22","95.46"
"128","1999","3","Gujarat","Dangs","103.58","116.94","161.28","185.72","213.04","153.36","113.99","109.1","112.77","121.54","101.85","94.24"
"128","2000","3","Gujarat","Dangs","106.87","116.71","165.05","196.09","206.11","154.9","113.39","108.16","115.12","128.53","105.67","94.33"
"128","2001","3","Gujarat","Dangs","104.77","117.57","167.24","184.91","217.76","156.81","114.08","107.02","113.69","124.83","103.67","92.78"
"128","2002","3","Gujarat","Dangs","104.02","122.08","166.75","185.85","222.58","152.56","116.32","106.64","113.9","126.31","104.12","92.42"
"128","2003","3","Gujarat","Dangs","107.13","123.61","163.15","182.73","214.96","155.98","117.59","111.67","113.44","124.62","104.81","94.55"
"128","2004","3","Gujarat","Dangs","103.62","113.35","156.44","191.94","202.95","152.65","112.44","104.25","113.01","118.85","99.74","90.65"
"128","2005","3","Gujarat","Dangs","99.43","116.03","149.88","162.76","187.42","148.85","111.5","102.79","109.2","115.2","92.22","80.31"
"128","2006","3","Gujarat","Dangs","93.0","107.69","149.44","171.44","204.77","142.15","110.32","103.38","110.49","117.76","96.19","88.0"
"128","2007","3","Gujarat","Dangs","96.9","110.17","144.0","171.09","196.48","145.67","111.58","104.8","112.2","120.52","100.7","88.51"
"128","2008","3","Gujarat","Dangs","94.87","105.44","151.02","167.17","203.73","152.67","111.5","106.78","110.03","120.03","103.27","89.15"
"128","2009","3","Gujarat","Dangs","100.6","109.38","151.72","167.5","205.12","156.93","111.87","107.55","116.99","119.33","100.07","87.06"
"128","2010","3","Gujarat","Dangs","95.58","109.27","153.33","178.99","211.45","146.56","112.85","107.66","116.21","123.21","102.38","83.25"
"128","2011","3","Gujarat","Dangs","94.63","108.14","149.45","170.57","197.72","153.39","111.98","106.67","112.97","122.31","103.46","89.55"
"128","2012","3","Gujarat","Dangs","95.65","107.38","146.66","170.91","199.39","154.5","117.6","110.48","112.96","121.05","95.64","88.47"
"128","2013","3","Gujarat","Dangs","100.04","111.04","147.58","167.69","201.28","143.88","108.9","105.86","111.39","123.79","100.69","88.51"
"128","2014","3","Gujarat","Dangs","108.56","106.89","147.14","162.81","192.34","156.42","112.01","106.07","112.97","123.88","100.75","88.28"
"128","2015","3","Gujarat","Dangs","95.06","109.11","140.74","167.11","195.58","151.81","118.57","108.57","112.06","123.44","100.15","89.99"
"129","1958","3","Gujarat","Jamnagar","102.58","116.41","176.83","201.93","214.66","181.14","146.53","130.06","142.07","142.39","108.67","87.44"
"129","1959","3","Gujarat","Jamnagar","106.92","118.29","178.36","203.19","231.69","189.08","143.9","132.9","135.02","144.49","103.72","103.61"
"129","1960","3","Gujarat","Jamnagar","110.56","122.9","168.77","194.98","215.29","171.47","144.59","134.55","142.69","160.03","118.75","96.98"
"129","1961","3","Gujarat","Jamnagar","116.54","114.79","181.25","193.51","221.6","187.8","138.44","133.44","134.26","139.13","112.71","101.32"
"129","1962","3","Gujarat","Jamnagar","97.24","116.92","160.12","199.35","209.77","190.66","141.67","130.96","136.53","139.67","111.22","94.41"
"129","1963","3","Gujarat","Jamnagar","121.52","127.72","188.3","207.76","230.44","193.97","145.86","136.21","142.85","162.78","124.75","116.63"
"129","1964","3","Gujarat","Jamnagar","122.29","133.03","188.19","209.21","233.39","179.77","140.64","135.16","132.41","150.73","133.28","121.32"
"129","1965","3","Gujarat","Jamnagar","112.59","130.07","185.92","196.92","217.77","187.02","144.43","131.88","137.33","157.12","134.45","120.83"
"129","1966","3","Gujarat","Jamnagar","126.13","131.24","181.16","203.27","234.08","183.09","142.33","133.73","139.5","156.26","143.78","113.35"
"129","1967","3","Gujarat","Jamnagar","114.92","118.47","167.79","193.14","215.97","170.89","143.66","134.09","138.58","152.11","109.56","103.48"
"129","1968","3","Gujarat","Jamnagar","105.91","113.58","182.57","196.87","214.81","193.23","147.17","141.36","134.88","149.54","109.47","98.15"
"129","1969","3","Gujarat","Jamnagar","109.86","117.47","171.42","201.13","226.39","182.28","145.69","134.85","143.84","146.43","122.97","98.47"
"129","1970","3","Gujarat","Jamnagar","102.64","122.3","173.26","193.67","228.99","181.97","145.34","129.35","134.69","137.6","105.19","88.85"
"129","1971","3","Gujarat","Jamnagar","101.31","117.18","167.0","204.75","222.76","186.06","141.43","132.28","137.91","148.92","102.24","107.7"
"129","1972","3","Gujarat","Jamnagar","98.38","115.76","169.92","200.39","217.5","181.35","149.77","141.39","145.55","147.15","118.82","108.39"
"129","1973","3","Gujarat","Jamnagar","106.3","125.11","168.07","206.89","237.66","195.76","143.3","135.96","137.47","145.49","104.67","113.48"
"129","1974","3","Gujarat","Jamnagar","103.7","124.83","180.79","205.96","220.1","198.25","147.61","141.07","141.63","147.43","109.28","102.57"
"129","1975","3","Gujarat","Jamnagar","107.57","121.33","170.31","199.34","224.85","175.59","140.63","128.84","134.41","149.44","103.1","82.3"
"129","1976","3","Gujarat","Jamnagar","91.81","114.65","173.28","199.95","234.04","184.26","143.31","135.28","129.98","141.46","112.91","93.59"
"129","1977","3","Gujarat","Jamnagar","104.99","117.48","176.45","210.07","228.54","178.23","140.58","134.98","138.58","139.51","114.18","88.8"
"129","1978","3","Gujarat","Jamnagar","99.27","115.83","170.55","193.72","227.86","173.87","142.58","134.95","133.94","141.75","132.07","94.06"
"129","1979","3","Gujarat","Jamnagar","108.01","115.12","175.37","193.77","219.45","188.67","150.89","137.49","136.57","143.47","122.94","95.6"
"129","1980","3","Gujarat","Jamnagar","106.73","119.93","170.97","192.41","225.76","163.92","144.76","129.44","136.59","149.6","118.43","101.11"
"129","1981","3","Gujarat","Jamnagar","111.52","118.16","175.75","198.84","225.46","196.4","148.04","134.02","134.06","143.57","114.48","98.43"
"129","1982","3","Gujarat","Jamnagar","110.12","116.88","167.65","199.08","204.5","188.23","141.32","135.2","136.47","150.86","128.54","105.5"
"129","1983","3","Gujarat","Jamnagar","110.14","119.88","176.4","199.96","230.45","180.62","140.14","133.99","134.94","149.67","109.98","99.26"
"129","1984","3","Gujarat","Jamnagar","110.67","129.1","174.29","206.93","228.0","185.83","142.4","130.26","139.31","143.51","108.37","102.02"
"129","1985","3","Gujarat","Jamnagar","112.22","122.66","179.25","204.47","218.46","193.97","148.06","133.59","139.36","145.19","113.26","113.48"
"129","1986","3","Gujarat","Jamnagar","117.13","120.55","181.96","215.33","227.04","182.9","153.39","135.42","142.32","160.48","127.38","112.59"
"129","1987","3","Gujarat","Jamnagar","117.76","121.03","180.41","214.98","218.17","187.46","158.03","147.66","152.09","159.23","125.5","107.01"
"129","1988","3","Gujarat","Jamnagar","109.03","130.82","181.12","210.3","234.37","186.44","145.42","133.98","137.82","152.98","105.73","95.09"
"129","1989","3","Gujarat","Jamnagar","102.38","115.04","168.04","200.6","210.97","173.0","144.62","130.64","132.49","145.57","115.31","99.49"
"129","1990","3","Gujarat","Jamnagar","106.95","123.17","167.68","203.64","224.71","189.06","153.29","129.99","132.85","138.75","117.07","100.05"
"129","1991","3","Gujarat","Jamnagar","102.23","114.19","163.88","195.97","212.4","189.72","137.64","130.48","137.19","140.51","117.56","92.04"
"129","1992","3","Gujarat","Jamnagar","105.32","122.02","175.59","191.07","218.75","195.79","146.62","129.35","134.58","144.52","118.63","96.03"
"129","1993","3","Gujarat","Jamnagar","111.39","123.17","175.94","212.8","235.27","187.03","149.36","144.12","147.84","145.02","125.53","104.33"
"129","1994","3","Gujarat","Jamnagar","115.36","129.68","184.7","208.34","226.7","178.98","142.84","133.34","133.27","146.72","121.49","100.25"
"129","1995","3","Gujarat","Jamnagar","117.55","128.12","179.71","199.66","215.97","187.69","141.61","137.86","143.2","158.49","128.62","118.81"
"129","1996","3","Gujarat","Jamnagar","124.22","134.49","191.81","206.8","226.92","187.5","147.01","135.47","141.45","147.38","110.28","101.47"
"129","1997","3","Gujarat","Jamnagar","103.99","117.59","170.42","183.11","213.78","168.1","141.71","133.7","132.97","137.51","114.14","101.69"
"129","1998","3","Gujarat","Jamnagar","107.27","119.13","164.74","202.36","215.32","181.3","143.93","136.23","141.65","138.26","109.14","95.1"
"129","1999","3","Gujarat","Jamnagar","100.94","117.94","166.27","183.06","213.21","174.19","143.45","132.36","136.95","133.3","107.94","92.93"
"129","2000","3","Gujarat","Jamnagar","106.53","114.01","168.78","213.45","212.24","195.2","142.46","135.7","136.59","140.25","108.96","84.06"
"129","2001","3","Gujarat","Jamnagar","101.73","117.11","172.34","188.17","220.67","174.3","134.97","127.35","135.14","150.73","113.0","94.67"
"129","2002","3","Gujarat","Jamnagar","107.85","120.21","171.19","197.69","225.18","173.34","150.2","128.94","134.55","141.93","101.6","88.68"
"129","2003","3","Gujarat","Jamnagar","105.33","117.34","163.02","197.54","213.71","176.51","129.0","125.74","132.39","140.15","103.27","90.95"
"129","2004","3","Gujarat","Jamnagar","94.62","113.38","163.3","206.84","203.12","170.28","131.66","131.04","130.06","135.46","105.27","88.93"
"129","2005","3","Gujarat","Jamnagar","99.57","114.13","168.05","185.95","203.62","173.5","142.51","124.76","134.53","132.56","97.44","86.49"
"129","2006","3","Gujarat","Jamnagar","95.83","111.88","157.2","189.39","217.22","170.41","137.19","126.66","126.31","139.09","97.89","89.22"
"129","2007","3","Gujarat","Jamnagar","97.91","115.57","157.63","185.54","204.96","163.38","136.49","125.29","129.57","134.99","98.59","96.98"
"129","2008","3","Gujarat","Jamnagar","100.03","110.31","165.38","188.08","217.01","170.12","135.59","124.58","132.38","134.92","114.22","98.79"
"129","2009","3","Gujarat","Jamnagar","106.63","113.24","170.26","190.15","206.79","169.0","133.47","129.9","134.75","142.23","106.85","84.71"
"129","2010","3","Gujarat","Jamnagar","96.23","108.66","169.65","198.63","217.41","167.71","128.28","118.15","127.35","138.03","104.04","84.97"
"129","2011","3","Gujarat","Jamnagar","98.94","113.7","162.7","189.01","212.75","182.09","133.85","127.18","130.42","135.6","108.5","88.06"
"129","2012","3","Gujarat","Jamnagar","94.45","111.55","157.82","182.44","200.92","169.5","137.2","129.5","128.79","132.88","95.84","91.31"
"129","2013","3","Gujarat","Jamnagar","91.92","107.15","159.79","179.25","202.81","152.9","130.88","124.28","133.02","129.11","101.29","83.74"
"129","2014","3","Gujarat","Jamnagar","113.85","110.05","153.29","172.19","196.29","176.59","134.92","122.06","127.83","132.9","100.65","86.47"
"129","2015","3","Gujarat","Jamnagar","96.5","108.99","148.89","186.42","203.53","157.76","146.43","126.78","132.23","138.6","112.77","92.99"
"130","1958","3","Gujarat","Junagadh","103.24","114.75","171.08","189.05","203.41","163.02","133.84","119.41","131.9","137.97","111.94","92.58"
"130","1959","3","Gujarat","Junagadh","106.29","114.15","171.09","194.09","215.05","167.03","133.0","123.14","128.13","137.72","104.7","104.19"
"130","1960","3","Gujarat","Junagadh","109.93","124.27","164.6","186.97","205.36","154.32","131.86","124.29","130.37","143.99","111.89","98.2"
"130","1961","3","Gujarat","Junagadh","114.66","113.57","173.44","183.96","207.16","166.84","129.05","123.27","128.15","133.43","106.79","101.81"
"130","1962","3","Gujarat","Junagadh","100.88","114.6","157.92","187.61","201.89","166.95","130.71","120.32","127.25","133.49","106.08","95.38"
"130","1963","3","Gujarat","Junagadh","112.59","121.47","176.78","191.44","214.56","169.46","132.07","123.94","131.2","147.1","116.64","107.22"
"130","1964","3","Gujarat","Junagadh","118.6","125.38","179.29","195.27","214.83","158.72","128.1","123.83","124.98","136.77","119.88","112.36"
"130","1965","3","Gujarat","Junagadh","107.47","125.26","175.86","187.83","204.18","163.26","133.05","121.15","128.04","141.97","125.87","115.14"
"130","1966","3","Gujarat","Junagadh","117.17","125.0","171.66","187.84","215.09","164.11","129.81","120.9","130.25","143.65","123.5","107.15"
"130","1967","3","Gujarat","Junagadh","114.07","119.56","165.4","183.9","204.0","155.74","133.5","124.43","129.76","141.17","109.66","99.91"
"130","1968","3","Gujarat","Junagadh","103.77","113.58","173.77","183.98","198.92","169.43","133.1","127.63","125.8","138.13","109.05","100.44"
"130","1969","3","Gujarat","Junagadh","107.72","114.82","165.81","187.42","212.63","162.37","131.94","123.69","131.4","136.9","118.56","102.34"
"130","1970","3","Gujarat","Junagadh","103.08","118.36","170.27","184.77","213.34","158.66","133.23","122.04","128.34","132.64","106.72","94.99"
"130","1971","3","Gujarat","Junagadh","102.55","114.42","161.74","189.63","205.67","167.27","127.76","118.44","129.67","135.06","102.27","106.86"
"130","1972","3","Gujarat","Junagadh","101.86","114.02","163.95","186.7","205.91","162.22","135.85","126.3","132.09","137.61","116.01","110.3"
"130","1973","3","Gujarat","Junagadh","106.72","120.85","165.15","195.58","220.39","174.29","132.6","123.74","127.55","135.15","105.23","108.41"
"130","1974","3","Gujarat","Junagadh","104.92","123.36","172.51","193.96","205.21","173.95","132.98","126.24","132.29","139.14","110.14","100.24"
"130","1975","3","Gujarat","Junagadh","105.95","117.26","164.72","188.22","207.29","159.21","130.06","118.8","126.47","143.52","103.85","90.9"
"130","1976","3","Gujarat","Junagadh","95.62","112.98","169.03","185.1","213.22","164.42","132.61","123.81","124.42","136.21","112.29","97.31"
"130","1977","3","Gujarat","Junagadh","104.8","118.25","171.43","194.3","210.58","158.28","129.51","122.44","129.39","135.65","112.12","94.04"
"130","1978","3","Gujarat","Junagadh","101.14","116.97","164.91","182.86","210.16","157.19","130.9","121.59","124.89","134.09","127.49","96.76"
"130","1979","3","Gujarat","Junagadh","106.67","115.98","166.98","182.96","209.18","169.13","136.3","125.77","128.6","131.75","118.95","99.38"
"130","1980","3","Gujarat","Junagadh","105.87","118.67","167.7","183.52","208.48","149.2","131.91","118.78","125.78","136.65","113.86","101.44"
"130","1981","3","Gujarat","Junagadh","110.54","116.04","168.2","184.47","207.25","171.38","133.17","122.56","129.73","136.64","113.12","101.7"
"130","1982","3","Gujarat","Junagadh","107.29","114.87","162.84","186.41","196.01","164.72","130.06","124.72","126.82","138.79","119.58","104.41"
"130","1983","3","Gujarat","Junagadh","108.83","117.86","167.37","184.44","214.19","162.56","129.39","122.94","127.73","137.66","108.21","103.25"
"130","1984","3","Gujarat","Junagadh","110.11","125.89","169.83","192.8","210.11","166.75","129.92","119.35","129.36","134.97","106.96","102.74"
"130","1985","3","Gujarat","Junagadh","109.02","122.27","173.06","191.17","207.91","168.62","133.29","121.18","127.61","136.49","110.91","109.53"
"130","1986","3","Gujarat","Junagadh","114.47","121.16","177.16","199.4","214.89","165.82","136.01","123.93","131.79","145.26","117.0","110.88"
"130","1987","3","Gujarat","Junagadh","120.86","121.99","176.05","205.03","206.19","167.56","141.86","131.54","139.78","147.67","121.38","106.49"
"130","1988","3","Gujarat","Junagadh","109.65","128.04","173.97","195.51","217.35","165.8","134.52","123.46","131.78","142.54","106.95","100.34"
"130","1989","3","Gujarat","Junagadh","106.79","116.69","165.7","192.23","202.07","158.21","132.52","120.95","126.3","136.63","110.8","102.32"
"130","1990","3","Gujarat","Junagadh","112.06","121.59","164.07","190.99","211.66","166.46","136.77","120.0","125.94","131.7","113.19","101.2"
"130","1991","3","Gujarat","Junagadh","106.1","116.54","164.65","186.13","202.23","168.61","129.29","122.19","126.61","132.71","112.35","96.44"
"130","1992","3","Gujarat","Junagadh","105.63","118.37","168.36","181.19","208.38","171.38","133.59","120.57","126.83","136.62","113.37","100.7"
"130","1993","3","Gujarat","Junagadh","114.52","123.13","172.63","198.52","217.76","165.97","137.26","128.45","136.54","137.26","124.96","103.96"
"130","1994","3","Gujarat","Junagadh","113.98","125.95","178.99","192.57","209.43","163.19","132.07","122.77","128.75","136.47","113.76","105.51"
"130","1995","3","Gujarat","Junagadh","114.72","124.05","172.51","188.96","204.22","165.75","130.6","124.99","133.97","148.85","123.1","113.52"
"130","1996","3","Gujarat","Junagadh","119.64","128.89","184.22","193.04","210.77","169.58","134.43","123.96","130.99","139.64","106.17","100.38"
"130","1997","3","Gujarat","Junagadh","104.32","116.92","171.97","174.5","201.77","153.65","132.18","123.33","127.51","132.34","111.97","101.91"
"130","1998","3","Gujarat","Junagadh","104.86","118.83","164.98","191.84","208.53","161.6","132.05","122.76","133.37","137.65","107.87","100.1"
"130","1999","3","Gujarat","Junagadh","102.4","116.55","165.6","177.41","200.94","154.71","130.61","121.14","127.98","133.14","111.14","96.8"
"130","2000","3","Gujarat","Junagadh","106.02","113.35","164.79","193.03","200.54","166.96","130.37","122.91","128.48","134.01","110.04","93.72"
"130","2001","3","Gujarat","Junagadh","105.19","116.76","166.44","180.51","206.66","158.88","124.38","117.91","129.26","145.91","111.06","100.54"
"130","2002","3","Gujarat","Junagadh","109.94","120.15","168.41","187.64","209.96","156.73","144.37","121.93","129.76","137.55","108.61","96.99"
"130","2003","3","Gujarat","Junagadh","106.73","118.16","164.24","186.31","201.55","158.97","121.63","117.34","128.43","133.41","103.05","94.76"
"130","2004","3","Gujarat","Junagadh","98.45","113.96","166.57","191.08","196.37","157.84","123.12","121.79","126.21","133.49","106.38","94.93"
"130","2005","3","Gujarat","Junagadh","101.42","114.5","164.75","178.07","192.22","158.23","131.74","114.04","129.45","129.92","103.41","94.18"
"130","2006","3","Gujarat","Junagadh","98.58","116.51","159.96","179.16","205.09","149.17","126.68","118.83","125.4","133.95","103.75","93.98"
"130","2007","3","Gujarat","Junagadh","102.43","115.05","161.78","182.39","196.75","150.43","125.75","116.78","127.38","133.96","106.27","102.05"
"130","2008","3","Gujarat","Junagadh","102.89","112.94","166.98","180.31","201.0","154.39","120.24","116.65","127.69","133.71","112.3","104.88"
"130","2009","3","Gujarat","Junagadh","108.98","116.69","169.99","190.3","197.69","152.77","124.22","121.67","127.98","134.32","107.37","90.82"
"130","2010","3","Gujarat","Junagadh","101.64","112.75","166.83","187.1","208.23","148.79","118.74","113.48","126.55","133.59","106.95","93.11"
"130","2011","3","Gujarat","Junagadh","106.39","115.6","163.27","186.89","199.52","161.58","126.07","120.71","128.62","133.83","111.26","96.61"
"130","2012","3","Gujarat","Junagadh","100.21","114.43","161.0","175.64","192.11","150.87","129.62","121.53","126.57","130.77","103.54","95.71"
"130","2013","3","Gujarat","Junagadh","101.59","112.48","161.51","175.46","195.48","144.73","122.02","116.37","127.81","133.05","104.95","94.64"
"130","2014","3","Gujarat","Junagadh","113.87","111.49","154.89","171.17","190.71","155.84","123.57","115.19","127.13","134.16","108.93","96.38"
"130","2015","3","Gujarat","Junagadh","101.01","111.42","155.42","178.34","198.88","150.25","135.75","119.92","129.0","137.44","114.72","103.23"
"131","1958","3","Gujarat","Kheda","96.11","113.48","170.83","212.19","232.11","189.95","130.37","118.43","132.5","129.29","107.3","85.28"
"131","1959","3","Gujarat","Kheda","99.18","111.77","171.28","207.0","254.88","192.63","130.94","120.85","130.3","133.22","103.39","96.37"
"131","1960","3","Gujarat","Kheda","105.29","122.43","172.07","203.33","241.32","180.93","132.56","120.35","132.63","142.44","113.74","93.15"
"131","1961","3","Gujarat","Kheda","112.31","114.48","177.42","191.64","223.91","189.48","125.88","120.8","130.27","132.46","100.52","102.17"
"131","1962","3","Gujarat","Kheda","93.77","112.55","155.46","197.85","234.66","195.5","129.41","120.64","129.41","140.17","98.02","83.54"
"131","1963","3","Gujarat","Kheda","114.2","125.09","181.89","203.18","250.78","198.5","133.91","120.97","133.09","139.23","99.11","106.63"
"131","1964","3","Gujarat","Kheda","111.39","125.67","176.49","220.56","250.32","187.12","130.47","121.73","129.04","133.79","115.94","101.95"
"131","1965","3","Gujarat","Kheda","104.63","127.19","180.24","204.81","242.42","200.29","132.61","120.84","131.51","148.05","119.41","113.29"
"131","1966","3","Gujarat","Kheda","116.17","124.44","181.77","211.6","260.67","197.8","133.23","123.66","132.79","141.31","117.14","107.68"
"131","1967","3","Gujarat","Kheda","99.14","102.62","142.84","179.47","217.74","170.25","128.71","118.98","128.22","128.13","83.83","84.31"
"131","1968","3","Gujarat","Kheda","84.88","102.11","162.16","185.72","211.56","194.03","129.1","121.17","131.85","129.21","91.92","80.57"
"131","1969","3","Gujarat","Kheda","91.5","99.95","155.73","195.32","225.69","180.01","129.86","117.07","128.6","125.3","95.12","79.89"
"131","1970","3","Gujarat","Kheda","86.94","109.19","153.68","184.32","227.01","163.28","128.31","115.25","126.78","122.24","81.82","71.47"
"131","1971","3","Gujarat","Kheda","84.18","104.37","148.82","190.79","218.38","174.97","126.1","117.81","126.24","128.53","82.16","97.55"
"131","1972","3","Gujarat","Kheda","84.38","102.8","147.85","183.87","225.75","183.84","132.86","122.68","132.37","134.39","96.02","98.12"
"131","1973","3","Gujarat","Kheda","92.73","114.6","158.06","195.59","241.59","190.87","125.61","119.36","125.2","127.47","88.52","96.95"
"131","1974","3","Gujarat","Kheda","88.91","107.76","156.22","193.86","220.94","194.97","130.83","125.26","132.74","131.05","94.02","90.52"
"131","1975","3","Gujarat","Kheda","95.91","110.52","160.16","201.01","244.83","178.09","126.75","117.88","128.73","144.72","99.13","83.2"
"131","1976","3","Gujarat","Kheda","91.04","110.88","168.54","202.68","249.26","183.53","131.73","121.17","128.48","134.39","100.36","86.21"
"131","1977","3","Gujarat","Kheda","98.46","110.27","163.83","212.46","229.86","166.46","128.61","121.14","131.96","129.83","98.39","76.39"
"131","1978","3","Gujarat","Kheda","91.14","104.91","159.11","195.56","235.99","182.12","126.74","120.49","129.85","138.82","114.79","96.41"
"131","1979","3","Gujarat","Kheda","108.12","120.41","183.01","207.66","217.35","181.45","130.38","120.5","134.61","138.94","108.32","88.31"
"131","1980","3","Gujarat","Kheda","103.45","118.53","180.14","201.45","249.71","173.5","130.66","119.56","134.54","142.72","104.59","87.12"
"131","1981","3","Gujarat","Kheda","95.27","110.52","169.41","193.84","240.17","200.99","134.16","120.88","126.13","130.89","99.96","92.63"
"131","1982","3","Gujarat","Kheda","100.83","110.97","164.77","204.17","208.27","195.49","133.72","122.61","133.33","137.31","107.05","91.8"
"131","1983","3","Gujarat","Kheda","102.09","117.19","172.78","208.53","246.64","190.69","132.09","120.45","127.52","131.36","95.02","90.07"
"131","1984","3","Gujarat","Kheda","101.44","123.55","168.83","201.9","232.29","192.69","130.62","121.78","131.35","130.31","99.25","92.19"
